date;station_uuid;diesel;e5;e10;dieselchange;e5change;e10change
2022-09-15 18:39:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.849;1.789;1;1;1
2022-09-15 18:48:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.839;1.779;0;1;1
2022-09-15 19:05:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.869;1.809;1;1;1
2022-09-15 20:37:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.069;1.839;1.779;1;1;1
2022-09-15 20:48:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.839;1.779;1;0;0
2022-09-16 05:01:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.129;2.129;2.069;1;1;1
2022-09-16 07:48:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.079;1.859;1.799;1;1;1
2022-09-16 09:07:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.129;1.909;1.849;1;1;1
2022-09-16 10:30:12;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.129;1.889;1.829;0;1;1
2022-09-16 11:14:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.109;1.879;1.819;1;1;1
2022-09-16 11:24:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.849;1.789;1;1;1
2022-09-16 12:09:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.109;1.899;1.839;1;1;1
2022-09-16 12:12:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.099;1.889;1.829;1;1;1
2022-09-16 12:18:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.099;1.879;1.819;0;1;1
2022-09-16 14:10:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.869;1.809;1;1;1
2022-09-16 14:20:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.849;1.789;1;1;1
2022-09-16 14:36:05;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.829;1.769;1;1;1
2022-09-16 15:17:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.869;1.809;1;1;1
2022-09-16 15:47:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.859;1.799;0;1;1
2022-09-16 16:29:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.069;1.859;1.799;1;0;0
2022-09-16 17:13:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.879;1.819;1;1;1
2022-09-16 17:20:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.869;1.809;1;1;1
2022-09-16 18:26:14;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.829;1.769;1;1;1
2022-09-16 18:41:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.829;1.769;1;0;0
2022-09-16 19:09:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.859;1.799;1;1;1
2022-09-16 20:33:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.849;1.789;0;1;1
2022-09-16 20:37:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.829;1.769;1;1;1
2022-09-17 05:01:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.139;2.129;2.069;1;1;1
2022-09-17 07:52:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.879;1.819;1;1;1
2022-09-17 09:09:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.109;1.929;1.869;1;1;1
2022-09-17 09:14:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.919;1.859;1;1;1
2022-09-17 09:30:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.899;1.839;0;1;1
2022-09-17 10:47:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.089;1.889;1.829;0;1;1
2022-09-17 11:20:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.079;1.889;1.829;1;0;0
2022-09-17 11:28:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.849;1.789;1;1;1
2022-09-17 12:03:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.079;1.899;1.839;1;1;1
2022-09-17 12:43:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.079;1.879;1.819;0;1;1
2022-09-17 13:07:07;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.069;1.879;1.819;1;0;0
2022-09-17 13:13:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.879;1.819;1;0;0
2022-09-17 13:33:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.859;1.799;0;1;1
2022-09-17 13:42:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.839;1.779;0;1;1
2022-09-17 14:36:05;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.829;1.769;0;1;1
2022-09-17 15:02:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.869;1.809;1;1;1
2022-09-17 15:09:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.859;1.799;1;1;1
2022-09-17 16:31:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.839;1.779;0;1;1
2022-09-17 16:50:12;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.839;1.779;1;0;0
2022-09-17 17:05:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.039;1.859;1.799;1;1;1
2022-09-17 17:13:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.859;1.799;1;0;0
2022-09-17 17:28:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.839;1.779;0;1;1
2022-09-17 18:35:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.829;1.769;1;1;1
2022-09-17 18:46:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.829;1.769;1;0;0
2022-09-17 19:05:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.039;1.859;1.799;1;1;1
2022-09-17 19:16:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.039;1.849;1.789;0;1;1
2022-09-17 20:19:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.849;1.789;1;0;0
2022-09-17 20:48:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.829;1.769;1;1;1
2022-09-18 05:01:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.139;2.129;2.069;1;1;1
2022-09-18 07:53:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.879;1.819;1;1;1
2022-09-18 08:39:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.829;1.769;1;1;1
2022-09-18 09:05:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.879;1.819;1;1;1
2022-09-18 10:25:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.879;1.819;1;0;0
2022-09-18 11:15:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.849;1.789;0;1;1
2022-09-18 12:01:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.899;1.839;1;1;1
2022-09-18 12:37:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.059;1.879;1.819;0;1;1
2022-09-18 13:29:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.859;1.799;1;1;1
2022-09-18 13:38:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.839;1.779;0;1;1
2022-09-18 14:02:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.839;1.779;1;0;0
2022-09-18 14:30:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.829;1.769;1;1;1
2022-09-18 14:49:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;1;0;0
2022-09-18 15:02:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.869;1.809;1;1;1
2022-09-18 15:34:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.869;1.809;1;0;0
2022-09-18 16:26:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.859;1.799;1;1;1
2022-09-18 16:48:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;0;1;1
2022-09-18 17:07:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.869;1.809;1;1;1
2022-09-18 17:08:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.869;1.809;1;0;0
2022-09-18 17:17:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.859;1.799;0;1;1
2022-09-18 18:08:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;1;1;1
2022-09-18 18:33:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;0;1;1
2022-09-18 19:04:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.859;1.799;1;1;1
2022-09-18 19:25:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.859;1.799;1;0;0
2022-09-18 20:12:13;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.849;1.789;0;1;1
2022-09-18 20:33:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;1;1;1
2022-09-19 05:02:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.139;2.129;2.069;1;1;1
2022-09-19 07:52:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;1;1;1
2022-09-19 09:03:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.039;1.899;1.839;1;1;1
2022-09-19 10:27:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.039;1.889;1.829;0;1;1
2022-09-19 11:15:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.879;1.819;1;1;1
2022-09-19 11:26:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;1;1;1
2022-09-19 11:40:12;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.839;1.779;1;1;1
2022-09-19 12:11:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.879;1.819;1;1;1
2022-09-19 12:24:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.869;1.809;1;1;1
2022-09-19 14:26:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;1;1;1
2022-09-19 14:33:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;1;1;1
2022-09-19 15:01:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.869;1.809;1;1;1
2022-09-19 15:37:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.859;1.799;0;1;1
2022-09-19 16:25:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.859;1.799;1;0;0
2022-09-19 17:01:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.879;1.819;1;1;1
2022-09-19 17:10:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.859;1.799;1;1;1
2022-09-19 17:37:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.849;1.789;0;1;1
2022-09-19 17:44:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.839;1.779;0;1;1
2022-09-19 17:58:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;1;0;0
2022-09-19 18:39:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.819;1.759;1;1;1
2022-09-19 19:01:16;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;1;1;1
2022-09-19 20:40:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;1;1;1
2022-09-19 20:47:07;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.819;1.759;1;1;1
2022-09-20 05:01:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.119;2.109;2.049;1;1;1
2022-09-20 07:41:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.839;1.779;1;1;1
2022-09-20 09:10:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.889;1.829;1;1;1
2022-09-20 09:42:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.889;1.829;1;0;0
2022-09-20 10:26:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.889;1.829;1;0;0
2022-09-20 10:34:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.889;1.829;1;0;0
2022-09-20 11:21:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;0;1;1
2022-09-20 11:40:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;0;1;1
2022-09-20 12:10:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.879;1.819;1;1;1
2022-09-20 12:18:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.869;1.809;0;1;1
2022-09-20 13:32:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.869;1.809;1;0;0
2022-09-20 13:50:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.859;1.799;0;1;1
2022-09-20 14:16:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;1;1;1
2022-09-20 14:40:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;0;1;1
2022-09-20 14:44:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.819;1.759;1;1;1
2022-09-20 15:02:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.859;1.799;1;1;1
2022-09-20 16:29:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.849;1.789;1;1;1
2022-09-20 17:18:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.869;1.809;1;1;1
2022-09-20 17:26:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.859;1.799;1;1;1
2022-09-20 17:39:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;0;1;1
2022-09-20 17:44:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.839;1.779;1;1;1
2022-09-20 17:53:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.829;1.769;0;1;1
2022-09-20 18:39:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.829;1.769;1;0;0
2022-09-20 18:49:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.819;1.759;0;1;1
2022-09-20 19:07:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;1;1;1
2022-09-20 20:10:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.839;1.779;1;1;1
2022-09-20 20:33:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;1;1;1
2022-09-20 20:43:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.819;1.759;1;1;1
2022-09-21 05:01:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.139;2.119;2.059;1;1;1
2022-09-21 07:48:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.879;1.819;1;1;1
2022-09-21 09:03:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.929;1.869;1;1;1
2022-09-21 10:34:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.049;1.919;1.859;0;1;1
2022-09-21 11:19:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;1;1;1
2022-09-21 12:05:12;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.889;1.829;1;1;1
2022-09-21 12:23:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.879;1.819;3;3;3
2022-09-21 13:58:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.869;1.809;0;1;1
2022-09-21 14:05:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.869;1.809;1;0;0
2022-09-21 14:19:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;1;1;1
2022-09-21 15:06:05;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.879;1.819;1;1;1
2022-09-21 16:25:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.859;1.799;1;1;1
2022-09-21 17:07:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.879;1.819;1;1;1
2022-09-21 17:09:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.869;1.809;1;1;1
2022-09-21 17:17:13;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.859;1.799;1;1;1
2022-09-21 18:30:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;1;1;1
2022-09-21 18:43:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;0;1;1
2022-09-21 19:02:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.859;1.799;1;1;1
2022-09-21 20:12:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.859;1.799;1;0;0
2022-09-21 20:30:12;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;1;1;1
2022-09-21 20:37:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.829;1.769;0;1;1
2022-09-22 05:01:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.149;2.119;2.059;1;1;1
2022-09-22 07:50:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.989;1.849;1.789;1;1;1
2022-09-22 09:09:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.039;1.899;1.839;1;1;1
2022-09-22 10:39:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.899;1.839;1;0;0
2022-09-22 11:01:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.029;1.859;1.799;0;1;1
2022-09-22 11:20:15;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.859;1.799;1;0;0
2022-09-22 11:22:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.849;1.789;1;1;1
2022-09-22 12:09:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.899;1.839;1;1;1
2022-09-22 12:30:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.019;1.889;1.829;0;1;1
2022-09-22 13:31:08;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.879;1.819;1;1;1
2022-09-22 13:50:14;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.879;1.819;1;0;0
2022-09-22 14:10:21;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.859;1.799;0;1;1
2022-09-22 14:19:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.849;1.789;0;1;1
2022-09-22 14:49:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.969;1.839;1.779;0;1;1
2022-09-22 15:06:05;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;2.009;1.879;1.819;1;1;1
2022-09-22 16:05:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.879;1.819;1;0;0
2022-09-22 16:30:11;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.999;1.859;1.799;0;1;1
2022-09-22 16:36:05;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.859;1.799;1;0;0
2022-09-22 17:10:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.879;1.819;1;1;1
2022-09-22 17:13:10;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.979;1.859;1.799;0;1;1
2022-09-22 18:28:09;018e8f3e-ae2f-40bc-89c1-bc3fe20eb462;1.959;1.839;1.779;1;1;1
